album_name,spotify_album_uri,track_name,spotify_track_uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,key_name,mode_name,key_mode
Lover,1NAmidJlEaVgA3MpcPFYGq,You Need To Calm Down,6RRNNciQGZEXnqk8SQ9yv5,0.771,0.671,-5.617,0.0553,0.00929,0,0.0637,0.714,85.026,2,1,D,major,D major
Lover,1NAmidJlEaVgA3MpcPFYGq,Afterglow,1SymEzIT3H8UZfibCs3TYi,0.756,0.449,-8.746,0.0344,0.13,0,0.114,0.399,111.011,9,1,A,major,A major
Lover,1NAmidJlEaVgA3MpcPFYGq,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,0.61,0.83,-4.105,0.0571,0.033,0,0.118,0.728,182.162,0,1,C,major,C major
Lover,1NAmidJlEaVgA3MpcPFYGq,It’s Nice To Have A Friend,1SmiQ65iSAbPto6gPFlBYm,0.737,0.175,-9.912,0.0401,0.971,3.37e-4,0.171,0.545,70.008,10,1,A#,major,A# major
Lover,1NAmidJlEaVgA3MpcPFYGq,Daylight,1fzAuUVbzlhZ1lJAx9PtY6,0.557,0.496,-9.602,0.0563,0.808,1.73e-4,0.0772,0.265,149.983,0,1,C,major,C major
folklore,1pzvBxYgT6OVwJLtHkrdQK,the 1,4pfrrhvplbJZAIsfosGWQP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,cardigan,0KRYCBwIpWYFNrXOmXbyUh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,the last great american dynasty,2olxzvoFI9IpxqFeUv7WOX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,exile (feat. Bon Iver),5S4aYQAJOwJMAamANWlICO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,my tears ricochet,5P2bHCDM2tsgIaYWsZMhu5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,mirrorball,2I8YAEA1VmCuP1wkJHMpTw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,seven,76mOLcXOjOEhyY4mMF1l3r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,august,6nK2pIKFcRc5frrZKHgsiT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,this is me trying,7cm50Lw03k6VvRauJtkyTj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,illicit affairs,6DrLROM5MG9bxWHeEG5elq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,invisible string,2ehRU518I0hYqMGQnk4lDY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,mad woman,0RP1kqoSPkVXsKiQNhMKzV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,epiphany,1EXa37LpSvi3OQ9UYQ28rD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,betty,3IhtE4fkytdrtEfV34UzkD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,peace,6JlI8Ay77m4nJvZTHvfT1J,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,hoax,0YeDG5HnKnG7jpArkzsSPa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
folklore,1pzvBxYgT6OVwJLtHkrdQK,the lakes - bonus track,0eFQWVz0qIxDOvhLpZ40P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,willow,2gVhfX2Gy1T9kDuS9azrF7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,champagne problems,1gcyHQpBQ1lfXGdhZmWrHP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,gold rush,3Dby3p1m6IOZn2gIIqECgK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,‘tis the damn season,6sQckd3Z8NPxVVKUnavY1F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,tolerate it,6lCvK2AR2uOKkVFCVlAzzm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,"no body, no crime (feat. HAIM)",6uwfVkaOM1mcMkFmSn35ix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,happiness,55Vf4bimc1Rtfg0PAQRAo2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,dorothea,66tOfHVH3aUrscg8vExRV4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,coney island (feat. The National),2awNGIJHodfLZSClB3PYhz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,ivy,43Ykum9T72UOPhBN31grpN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,cowboy like me,52OkpDsU6MmPx1AwGOb6Ap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,long story short,5VYWxXUpxuxEmCqMLDqICo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,marjorie,5uICWmZTLkpEVbK22PBP6e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,closure,6a8aUhYbaQBUI8PcJ5ZmQ6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,evermore (feat. Bon Iver),6Wlq9rqkxrqj5Kls4Kw14H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,right where you left me - bonus track,3zwMVvkBe2qIKDObWgXw4N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evermore,6AORtDjduMM3bupSWzbTSG,it’s time to go - bonus track,1kdWw77ZpYOkhxeuhzU1j6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor’s Version),77sMIMlNaSURUAXq5coCxE,0.569,0.741,-4.963,0.0282,0.0122,0,0.333,0.43,100.118,5,1,F,major,F major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Fifteen (Taylor’s Version),2nqio0SfWg6gh2eCtfuMa5,0.559,0.646,-4.61,0.0272,0.116,0,0.32,0.289,95.466,7,1,G,major,G major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Love Story (Taylor’s Version),6YvqWjhGD8mB5QXcbcUKtx,0.627,0.792,-4.311,0.031,0.13,3.97e-6,0.0845,0.415,119.054,2,1,D,major,D major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Hey Stephen (Taylor’s Version),550erGcdD9n6PnwxrvYqZT,0.788,0.571,-6.135,0.0296,0.106,0,0.0934,0.797,115.99,6,1,F#,major,F# major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,White Horse (Taylor’s Version),5YL553x8sHderRBDlm3NM3,0.423,0.517,-7.377,0.0486,0.369,0,0.177,0.366,185.262,0,1,C,major,C major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,You Belong With Me (Taylor’s Version),1qrpoAMXodY6895hGKoUpA,0.632,0.773,-4.856,0.0346,0.0623,0,0.0885,0.474,130.033,6,1,F#,major,F# major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Breathe (feat. Colbie Caillat) (Taylor’s Version),7HC7R2D8WjXVcUHJyEGjRs,0.506,0.626,-6.066,0.0287,0.156,0,0.228,0.321,148.035,1,1,C#,major,C# major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Tell Me Why (Taylor’s Version),0k0vFacOHNuArLWMiH60p7,0.578,0.909,-3.669,0.0628,0.0222,0,0.333,0.541,100.023,7,1,G,major,G major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,You’re Not Sorry (Taylor’s Version),6iiAfo4wTA2CVC3Uwx9uh8,0.506,0.444,-4.99,0.0285,0.0538,0,0.123,0.241,133.873,6,1,F#,major,F# major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,The Way I Loved You (Taylor’s Version),22bPsP2jCgbLUvh82U0Z3M,0.402,0.732,-4.665,0.0484,0.0033,0,0.108,0.472,161.032,5,1,F,major,F major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Forever & Always (Taylor’s Version),1msEuwSBneBKpVCZQcFTsU,0.598,0.821,-4.433,0.0447,0.0231,0,0.143,0.673,128.03,10,1,A#,major,A# major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,The Best Day (Taylor’s Version),6ON9UuIq49xXY9GPmHIYRp,0.642,0.576,-8.524,0.0282,0.488,0,0.159,0.469,125,1,1,C#,major,C# major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Change (Taylor’s Version),3ExweHKZF9B752DPQByRVT,0.499,0.815,-4.063,0.0341,1.91e-4,0,0.181,0.344,95.999,5,1,F,major,F major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Jump Then Fall (Taylor’s Version),2m3ObD945KvpE5y9A1eUWm,0.572,0.69,-6.201,0.0358,0.0474,0,0.0897,0.624,160.111,2,1,D,major,D major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Untouchable (Taylor’s Version),0tQ9vBYpldCuikPsbgOVKA,0.393,0.531,-6.112,0.0329,0.0181,0,0.169,0.224,200.391,5,1,F,major,F major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Forever & Always (Piano Version) (Taylor’s Version),01QdEx6kFr78ZejhQtWR5m,0.546,0.273,-9.208,0.0308,0.819,0,0.137,0.271,118.753,9,1,A,major,A major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Come In With The Rain (Taylor’s Version),1n2wszmJyVkw6FHqyLnQsY,0.476,0.564,-5.677,0.0269,0.0406,0,0.102,0.167,143.929,2,1,D,major,D major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Superstar (Taylor’s Version),51A8eKvvZz9uydvIZ7xRSV,0.454,0.555,-6.69,0.0283,0.157,0,0.343,0.171,171.862,2,1,D,major,D major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,The Other Side Of The Door (Taylor’s Version),1cSFlSBdpT4F5vb1frQ231,0.432,0.873,-4.367,0.0577,0.0279,0,0.167,0.629,163.936,4,1,E,major,E major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Today Was A Fairytale (Taylor’s Version),2JoJrsEV15OzbijS47lids,0.482,0.779,-5.025,0.0409,0.0135,0,0.296,0.328,158.162,7,1,G,major,G major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),4CHpVfAhuxNJ3ibExe6kxO,0.599,0.494,-7.61,0.0372,0.816,0,0.101,0.44,142.893,2,1,D,major,D major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),2CYVETnhM9aytqrazYYwrK,0.66,0.817,-6.269,0.0521,0.162,0,0.0667,0.714,135.942,11,0,B,minor,B minor
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,We Were Happy (Taylor’s Version) (From The Vault),34V9RiEPe8MNdU32qJsJa1,0.609,0.373,-8.819,0.0263,0.849,0,0.0779,0.13,106.007,0,1,C,major,C major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),7eResoqEJJAVTkQYSqvO3P,0.588,0.608,-7.062,0.0365,0.225,0,0.092,0.508,90.201,5,1,F,major,F major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Don’t You (Taylor’s Version) (From The Vault),4uuEGH5SVuzkkSFjo2DEiY,0.563,0.473,-11.548,0.0503,0.514,1.2e-5,0.109,0.405,101.934,3,1,D#,major,D# major
Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,Bye Bye Baby (Taylor’s Version) (From The Vault),4qUijfYU8EoIWiY6oSyrgT,0.624,0.624,-7.86,0.053900000000000003,0.334,0,0.0995,0.527,80.132,5,1,F,major,F major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,State Of Grace (Taylor's Version),6lzc0Al0zfZOIFsFvBS1ki,0.594,0.713,-5.314,0.0503,3.28e-4,0,0.114,0.328,129.958,9,1,A,major,A major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),4OAuvHryIVv4kMDNSLuPt6,0.516,0.777,-4.908,0.0375,0.00108,1.62e-6,0.0761,0.408,125.047,1,0,C#,minor,C# minor
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Treacherous (Taylor's Version),3S7HNKPakdwNEBFIVTL6dZ,0.645,0.593,-6.506,0.0288,0.0344,1.27e-4,0.13,0.299,109.984,2,1,D,major,D major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,I Knew You Were Trouble (Taylor's Version),6AtZLIzUINvExIUy4QhdjP,0.584,0.557,-6.371,0.0342,0.0129,0,0.0576,0.767,154.008,6,1,F#,major,F# major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,All Too Well (Taylor's Version),3nsfB1vus2qaloUdcBZvDu,0.44,0.528,-7.809,0.0317,0.0171,0.00203,0.234,0.132,185.972,0,1,C,major,C major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,22 (Taylor's Version),3yII7UwgLF6K5zW3xad3MP,0.642,0.695,-5.62,0.0281,4.43e-4,1.02e-5,0.0753,0.642,103.984,7,1,G,major,G major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,I Almost Do (Taylor's Version),2r9CbjYgFhtAmcFv1cSquB,0.511,0.559,-6.587,0.0264,0.0167,0,0.113,0.248,145.88,4,1,E,major,E major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,We Are Never Ever Getting Back Together (Taylor's Version),5YqltLsjdqFtvqE7Nrysvs,0.567,0.686,-6.139,0.175,0.0317,1.86e-6,0.0732,0.716,172.014,7,1,G,major,G major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Stay Stay Stay (Taylor's Version),7eQj6r5PIdYKEIZjucBMcq,0.693,0.681,-7.039,0.025,0.0848,0,0.0768,0.663,100.02,0,1,C,major,C major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),0y6kdSRCVQhSsHSpWvTUm7,0.502,0.534,-5.954,0.0278,0.0399,0,0.0977,0.155,94.05,2,1,D,major,D major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Holy Ground (Taylor's Version),7J4b3LVCIGO4CMBDFLPoP6,0.622,0.809,-5.623,0.0638,0.0288,0.00218,0.109,0.511,156.894,9,1,A,major,A major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Sad Beautiful Tragic (Taylor's Version),73qMN9bXy7MSPwwGfH3wQr,0.601,0.406,-11.827,0.0275,0.622,9.19e-5,0.133,0.232,130.059,7,1,G,major,G major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,The Lucky One (Taylor's Version),4e5ayHsOLJNLTGfjau2mEw,0.686,0.571,-7.138,0.05,0.066,0,0.0608,0.538,117.889,4,1,E,major,E major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),7qEUFOVcxRI19tbT68JcYK,0.498,0.61,-5.098,0.0363,0.271,0,0.223,0.474,79.918,6,1,F#,major,F# major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Starlight (Taylor's Version),7A2cNLRT0YJc1yjxHlKihs,0.628,0.685,-5.864,0.0358,0.00324,0,0.18,0.605,126.014,4,1,E,major,E major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0,0.519,0.527,-7.673,0.0274,0.075,0,0.132,0.267,78.915,7,1,G,major,G major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,The Moment I Knew (Taylor's Version),0NRHj8hDwwmSPaA41o379r,0.636,0.402,-7.855,0.031,0.0494,0,0.107,0.208,125.952,7,1,G,major,G major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Come Back...Be Here (Taylor's Version),4pNApnaUWAL2J4KO2eqokq,0.46,0.632,-6.031,0.0302,0.0158,0,0.0822,0.399,79.846,4,1,E,major,E major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Girl At Home (Taylor's Version),0DMVrlMUn01M0IcpDbwgu7,0.691,0.736,-6.974,0.0326,0.00955,1.88e-5,0.101,0.612,125.089,5,1,F,major,F major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,State Of Grace (Acoustic Version) (Taylor's Version),5jAIouBES8LWMiriuNq170,0.445,0.131,-13.778,0.0564,0.663,1.57e-6,0.108,0.101,208.918,7,1,G,major,G major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Ronan (Taylor's Version),7nWui6jiMM2m9qFmET1Mtj,0.623,0.279,-10.802,0.031,0.661,0,0.193,0.38,116.04,0,1,C,major,C major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Better Man (Taylor's Version) (From The Vault),4OmFmE0fzcMG6g0Y8p4eSD,0.473,0.579,-5.824,0.0384,0.214,0,0.0877,0.255,73.942,4,1,E,major,E major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),01K4zKU104LyJ8gMb7227B,0.606,0.377,-9.455,0.0275,0.817,0,0.154,0.446,101.96,0,1,C,major,C major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Babe (Taylor's Version) (From The Vault),0v4z1tuZvn6LGknom9Qx7d,0.584,0.743,-7.075,0.0931,0.0538,2.83e-6,0.121,0.746,167.844,4,1,E,major,E major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Message In A Bottle (Taylor's Version) (From The Vault),3z6XUommYDWPHeFhmhhT6j,0.622,0.791,-6.106,0.0535,0.00188,3.72e-6,0.083,0.494,115.915,7,1,G,major,G major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),4CkgMiMqZ5JzW9iYXSTMTL,0.391,0.715,-4.516,0.0495,0.167,0,0.183,0.473,149.654,0,1,C,major,C major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Forever Winter (Taylor's Version) (From The Vault),3oGVx9RBmiYGv5ZCecWLkx,0.611,0.552,-5.828,0.031,0.256,0,0.134,0.41,116.012,7,1,G,major,G major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),4IQkfUsrwXol38VV3U7t7T,0.61,0.488,-6.918,0.0293,0.817,0,0.312,0.443,125.039,3,1,D#,major,D# major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,The Very First Night (Taylor's Version) (From The Vault),6pYNq0ZwpPVazKzsqpf0G8,0.678,0.733,-5.025,0.0281,0.00115,0,0.104,0.581,121.009,7,1,G,major,G major
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,0.631,0.518,-8.771,0.0303,0.274,0,0.088,0.205,93.023,0,1,C,major,C major
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Lavender Haze,24emu3sabKISjRkrys28jq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Maroon,6qxvy9Pe4RJIq5JBVbbwbS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Anti-Hero,5qIHFdkW6phMsTZlN2g8Lc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Snow On The Beach (feat. Lana Del Rey),7GA86Uo2jYbj8vIXe2nyWd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,"You're On Your Own, Kid",6PQOU00xWNrGwCZzboriXy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Midnight Rain,4eKMqf9ZMSclDX7V9Ptg7x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Question...?,7oomkQSYf1ia2VnVEWfFIU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Vigilante Shit,0GKDhq6ZbmSbRHd3eyGlB7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Bejeweled,0VpF6RLdCfPIeYRwMu4tZK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Labyrinth,4bBDkw2KBMX0tcgAaXC83Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Karma,45R112Jz5hQeKgITXgSXzs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Sweet Nothing,2L09RYwH5Pjzca6PmbUAw3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Mastermind,1QQii3pa5m8MEda0nbkjfw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,The Great War,2VuqMjgoKaOHNM8HpxtXKx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Bigger Than The Whole Sky,71CBDRKmF2VeRKYMG1DFBh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Paris,5tWxKWq1DSP1s9WQ5PWuqu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,High Infidelity,1SztNGCwEHJEVFx90E5g7D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Glitch,7C0w28EsX0Um2FrZs9gso2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,"Would've, Could've, Should've",4txojlesMFQZGWxwz2EeqB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Dear Reader,10GRRCR5fctuOF4GFmATJI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Hits Different,3xYJScVfxByb61dYHTwiby,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Snow On The Beach (feat. More Lana Del Rey),4zmKGsrXjLmljb5fTaBTot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnights,1fnJ7k0bllNfL1kVdNVW1A,Karma (feat. Ice Spice),4i6cwNY6oIUU2XZxPIw82Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Mine (Taylor's Version),7G0gBu6nLdhFDPRLc0HdDG,0.647,0.793,-2.903,0.0363,0.00314,1.93e-6,0.174,0.5,121.101,7,1,G,major,G major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Sparks Fly (Taylor’s Version),3MytWN8L7shNYzGl4tAKRp,0.605,0.769,-2.413,0.032,0.0241,0,0.0936,0.366,114.921,5,1,F,major,F major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Back To December (Taylor's Version),79uDOz0zuuWS7HWxzMmTa2,0.486,0.635,-3.994,0.0278,0.00705,0,0.119,0.235,141.868,2,1,D,major,D major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),5xXqyjLicvEpch72qEryFT,0.734,0.686,-2.926,0.0349,0.225,0,0.136,0.598,119.002,7,1,G,major,G major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Dear John (Taylor's Version),1zU8j1x3yi9xalMF96pzKp,0.379,0.468,-5.07,0.0298,0.0327,0,0.158,0.115,119.447,4,1,E,major,E major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Mean (Taylor's Version),30Y4CV7A6YqtQtTTo7Ue4j,0.526,0.7,-3.95,0.0392,0.321,0,0.213,0.596,163.949,4,1,E,major,E major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,The Story Of Us (Taylor's Version),6dTA6y0C2ReQklntzZl8l3,0.516,0.784,-2.636,0.0563,0.00136,0,0.0499,0.552,139.787,4,1,E,major,E major
